FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343476380;6246;13-03-2023;0d 0h:37m;1;1;1;Ubarcelona;Facultad de Bellas Artes;Europa y Asia central;;Artes y humanidades;Artes;;;;;;;;(1999,2000];1;(2000,2009];2;1;1;1996;Chile;1;10;Beca Presidente de la República de Chile para posgrado en el extranjero;4;5;5;999;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;2;;;;;;;;;1;4;1;1;1;2003;;Chile;Metropolitana;3;1;2;;3;;1;2;33;;65;35;;;3;4;4;5;1;4;4;4;5;5;5;5;5;5;5;4;4;3;3;3;;3;3;4;4;3;3;4;3;4;4;4;3;3;2;2;1;4;2;1;2;1995;Chile;Metropolitana;4;;4;2;11;;;10;;90;1;2;2008;2;;;;;;;;;;;5;3;2;1;3;1;4;4;3;5;1;11;Tener el grado cuando nadie lo tenía;2;2;2;2;2;2;2;2;1;España;2020;2021;2;2;1;2;2;2;1;2;2;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;Solo compartidos con carga laboral universitaria;15;2;;3;2;0;0;1;1;2;2;2;2;2;2;;1;2;1;2;2;2;2;;5;5;5;5;5;5;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;4;2;999;999;999;1;1;1;1;1;6.8;2;0.91;0.82;0.58;0.87;3;3;2;3
343941896;17699;27-03-2023;0d 0h:26m;1;1;1;Universidade Federal de Santa Catarina;Departamento de Engenharia Elétrica;América Latina y el Caribe;;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(1989,1999];1;(2000,2009];1;1;2;1999;Brasil;2;;;5;4;5;2;4;3;5;4;4;4;4;4;4;4;4;4;3;3;2;2;;;;;;;;;1;8;1;1;2;2009;;Chile;Metropolitana;3;1;2;;1;;1;1;44;35;35;20;10;;3;5;5;5;3;4;5;5;5;4;4;5;5;4;5;5;4;5;5;4;;4;3;4;3;3;4;4;4;4;3;3;4;3;1;1;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;5;4;2;4;1;5;3;5;5;1;11;tener el  pregrado en una disciplina diferente a del doctorado;1;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;1;;20;3;12;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.76;0.92;0.69;0.88;3;3;2;3
344297268;2550;12-04-2023;0d 0h:14m;1;1;1;Politecnico de Milán;Scuola dei Dottorato di Ricerca;Europa y Asia central;;Ingeniería, industria y construcción;;;;;Arquitectura y construcción;;;;(1,1000];2;(1,1000];2;2;1;1985;Chile;8;;;4;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;4;5;4;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1997;2020;Chile;Metropolitana;3;2;3;2;8;1;1;1;1;5;1;5;1;1;5;1;11;Tener conocimientos y experiencia muy por sobre los 1res e instituciones educacionales;1;1;1;1;1;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;Italia;2;2;2;1;1;2;2;1;1;1;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;2;;11;2;;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;3;3;3;4;5;4;4;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;(1979,1989];Biobio;1;999;;;2;7;0;0;0;0;1;1;1;1;1;8.4;2;0.95;0;0.42;0;3;1;2;1
343964640;4791;28-03-2023;0d 0h:28m;1;1;1;Ubarcelona;Bioquímica y biología molecular;Europa y Asia central;;Salud y bienestar;;;;;;;Salud;;(2000,2009];1;(2000,2009];2;1;1;2000;Chile;2;;;5;2;5;2;4;3;5;5;4;4;4;5;5;4;4;5;3;2;2;2;;;;;;;;;1;8;1;1;1;2005;;Chile;Maule;3;1;2;;2;;1;1;44;30;50;20;;;3;5;4;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;2;4;4;3;4;3;4;4;4;4;3;3;4;3;2;5;1;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;5;1;3;2;5;5;1;11;temor de los colegas a mi llegada;2;1;2;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;me apasiona la ciencia;19;2;;4;2;0;0;1;1;2;2;1;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;4;5;5;5;4;4;2;1;2;2;1;2;2;2;2;2;2;2;2;1;6;(1969,1979];Metropolitana;1;Chile;;;2;1;0;2;1;0;1;1;1;1;1;6.8;2;0.77;0.95;0.69;0.9;3;3;2;3
343964912;3472;28-03-2023;0d 0h:26m;1;1;1;Universidad de Antofagasta;Ing Quimica y Procesos de Minerales;Chile;Antofagasta;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2009,2020];1;(2009,2020];1;1;2;2008;Chile;1;1;;5;5;5;5;5;5;5;5;5;5;5;3;5;5;2;4;4;4;5;2;;;;;;;;;1;15;1;1;1;2008;;Chile;Metropolitana;3;2;2;;6;;1;1;40;40;40;20;;;3;5;4;5;4;5;5;5;5;5;5;5;4;5;5;5;5;4;4;4;;4;4;4;4;4;4;4;4;4;4;3;4;3;2;4;2;3;3;1;2;1990;Chile;Metropolitana;1;;2;2;10;;;;100;;2;;;2;;;;;;;;;;;5;5;5;1;5;1;4;1;5;5;1;11;STATUS SOCIAL;2;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;999;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;1;2;1;2;2;2;1;2;2;2;;23;2;;4;2;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.92;0.94;0.69;0.96;3;3;2;3
343964913;1196;28-03-2023;0d 0h:29m;1;1;1;UCLA;SCHOOL OF MANAGEMENT;América del norte;;Administración de empresas y derecho;;;Negocios y administración;;;;;;(1,1000];2;(1,1000];1;1;2;1992;Estados Unidos;6;;;5;4;5;4;5;5;5;5;4;5;5;4;5;5;5;4;5;4;5;2;;;;;;;;;1;15;1;1;1;2008;;Chile;Metropolitana;3;2;2;;6;;1;1;40;40;40;20;;;3;5;4;5;4;5;5;5;5;5;5;5;4;5;5;5;5;4;4;4;;4;4;4;4;4;4;4;4;4;4;3;4;3;2;4;2;3;3;1;2;1990;Chile;Metropolitana;1;;2;2;10;;;;100;;2;;;2;;;;;;;;;;;5;5;5;1;5;1;4;1;5;5;1;11;STATUS SOCIAL;2;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;999;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;1;2;1;2;2;2;1;2;2;2;;23;2;;4;2;0;0;2;;;;;;;;;;;;;;;;;5;4;5;4;5;5;1;4;4;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Biobio;1;999;;;2;7;0;0;0;0;1;1;1;1;1;6.8;2;0.94;0.94;0.69;0.96;3;3;2;3
343463435;13316;13-03-2023;0d 0h:17m;1;1;1;King's College London;Health Service & Population Research;Europa y Asia central;;Salud y bienestar;;;;;;;Salud;;(2009,2020];2;(2020,2021];1;1;2;2017;Reino Unido;1;2;;5;5;5;2;5;4;5;5;4;4;5;4;5;4;5;4;5;3;2;2;;;;;;;;;1;3;2;;;;1;Chile;Metropolitana;2;;2;;4;;4;2;30;20;;;80;;2;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;2;2;2;3;3;2;4;2;4;3;3;2;3;1;2;2;4;3;1;2;2018;Chile;Metropolitana;1;;4;2;10;20;;;80;;2;;;1;1;2015;2018;Chile;Metropolitana;2;;2;1;999;5;5;3;3;4;1;4;3;4;5;1;11;Sólo por razones políticas;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;;1;2;;1;3;0;2;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;4;4;5;4;4;4;2;1;2;3;1;3;2;2;2;2;1;2;2;1;1;(1959,1969];Valparaíso;1;Chile;;;2;1;0;0;2;0;1;1;1;1;1;6.8;2;0.85;0.97;0.69;0.67;3;3;2;2
343461898;15263;13-03-2023;0d 0h:55m;1;1;1;PUC;Facultad de Arquitectura, Diseño y Estudios Urbanos;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];2;1;2;1994;Chile;1;1;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;;;;;;;;;1;3;2;;;;1;Chile;Metropolitana;2;;2;;4;;4;2;30;20;;;80;;2;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;2;2;2;3;3;2;4;2;4;3;3;2;3;1;2;2;4;3;1;2;2018;Chile;Metropolitana;1;;4;2;10;20;;;80;;2;;;1;1;2015;2018;Chile;Metropolitana;2;;2;1;999;5;5;3;3;4;1;4;3;4;5;1;11;Sólo por razones políticas;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;;1;2;;1;3;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;3;3;4;4;4;4;4;4;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;(1979,1989];Valparaíso;1;Chile;España;;2;1;3;999;999;999;1;1;1;1;1;6.8;2;0.97;0.97;0.69;0.67;3;3;2;2
343475755;406;13-03-2023;0d 3h:26m;1;1;1;PUC;Facultad de Arquitectura, Diseño y Estudios Urbanos;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];2;1;2;1994;Chile;1;1;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;;;;;;;;;1;3;2;;;;1;Chile;Metropolitana;2;;2;;4;;4;2;30;20;;;80;;2;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;2;2;2;3;3;2;4;2;4;3;3;2;3;1;2;2;4;3;1;2;2018;Chile;Metropolitana;1;;4;2;10;20;;;80;;2;;;1;1;2015;2018;Chile;Metropolitana;2;;2;1;999;5;5;3;3;4;1;4;3;4;5;1;11;Sólo por razones políticas;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;;1;2;;1;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;2;5;5;5;5;5;2;2;1;2;2;1;1;2;2;2;3;1;2;2;1;4;(1979,1989];Metropolitana;1;Chile;;;2;1;1;1;1;0;1;1;1;1;1;6.8;2;0.97;0.97;0.69;0.67;3;3;2;2
343237725;15001;10-03-2023;0d 0h:52m;1;1;1;PUC;Facultad de Arquitectura, Diseño y Estudios Urbanos;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];2;1;2;1994;Chile;1;1;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;;;;;;;;;1;3;2;;;;1;Chile;Metropolitana;2;;2;;4;;4;2;30;20;;;80;;2;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;2;2;2;3;3;2;4;2;4;3;3;2;3;1;2;2;4;3;1;2;2018;Chile;Metropolitana;1;;4;2;10;20;;;80;;2;;;1;1;2015;2018;Chile;Metropolitana;2;;2;1;999;5;5;3;3;4;1;4;3;4;5;1;11;Sólo por razones políticas;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;;1;2;;1;3;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;999;(1,1000];;;;;;;;;;;;;;;;;8.4;1;0.97;0.97;0.69;0.67;3;3;2;2
343153221;6366;08-03-2023;0d 0h:29m;1;1;1;Universidad Politécnica de Cataluña;Departamento de Ingeniería Electrónica;Europa y Asia central;;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];2;(2000,2009];2;1;1;2000;Chile;1;9;;5;5;5;3;4;4;5;5;5;5;5;4;5;5;5;5;5;5;4;2;;;;;;;;;1;12;1;1;2;2019;;Chile;Metropolitana;3;2;1;3;;;1;1;45;10;10;70;10;;3;5;4;5;3;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;;4;4;3;3;4;3;4;4;3;4;4;4;4;1;3;1;4;3;1;1;2008;Chile;Metropolitana;3;1;3;2;4;;100;;;;2;;;1;1;2015;2018;Chile;Metropolitana;3;2;1;1;45;4;5;5;4;4;1;5;4;4;5;2;11;sobrevaloración;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;2;1;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;1;2;;8;2;;3;1;0;0;1;2;2;2;2;2;1;2;;1;2;2;2;2;1;2;;5;5;5;5;5;5;2;2;3;3;1;1;2;1;2;3;1;2;2;2;2;2;2;2;2;2;999;(1979,1989];Los Rios;1;Chile;;;2;1;999;1;999;999;1;1;3;1;2;8.4;2;0.94;0.95;0.78;0.92;3;3;3;3
343476767;7061;13-03-2023;0d 0h:26m;1;1;1;UDEC;Departamento de Español;Chile;Biobio;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2000,2009];2;1;2;2004;Chile;1;1;;3;2;2;2;2;2;2;3;5;4;999;2;4;2;999;999;3;3;1;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;3;3;4;2;5;3;3;4;11;Sobrecalificación;1;1;1;1;1;1;1;1;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;1;1;;17;2;;4;4;0;0;2;;;;;;;;;;;;;;;;;4;4;5;5;5;5;2;3;3;1;1;2;2;1;1;3;2;3;3;3;2;3;3;3;2;2;6;(1979,1989];;3;Colombia;;;2;1;0;0;1;0;1;1;1;1;1;8.4;2;0.44;0.85;0.6;0;2;3;2;1
343153682;11030;08-03-2023;0d 0h:37m;1;1;1;PUCV;FILOSOFIA;Chile;Valparaíso;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];2;1;1;2006;Chile;1;1;;4;5;999;4;4;3;4;4;999;5;5;5;5;5;5;5;5;4;4;2;;;;;;;;;1;3;1;1;2;2001;;Chile;Biobio;2;;3;;;4;1;1;44;100;;;;;3;4;4;4;3;3;5;4;4;4;4;4;3;5;2;4;5;1;2;1;2;3;3;4;4;4;3;4;3;3;4;3;3;3;2;3;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;4;3;3;3;2;3;3;4;4;2;11;Sin discriminación;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;1;2;2;1;1;2;2;2;;2;;;;;;;;;;;;;12;2;;4;2;;;2;;;;;;;;;;;;;;;;;5;;;5;5;5;1;5;5;4;1;1;2;2;2;2;1;2;2;2;1;2;2;1;1;1;1;(1979,1989];Metropolitana;1;Chile;;;2;5;0;0;0;0;2;1;2;1;1;6.8;2;0.8;0.69;0.62;0.85;3;2;2;3
343153676;2549;14-03-2023;6d 0h:33m;1;1;1;Universidad Aconcagua;Talca;Chile;Maule;Educación;;;;;;;;;(2009,2020];2;(2009,2020];2;2;2;2001;Chile;8;;;4;5;4;4;4;5;5;5;999;5;3;4;999;5;5;5;2;3;3;2;;;;;;;;;1;3;1;1;2;2001;;Chile;Biobio;2;;3;;;4;1;1;44;100;;;;;3;4;4;4;3;3;5;4;4;4;4;4;3;5;2;4;5;1;2;1;2;3;3;4;4;4;3;4;3;3;4;3;3;3;2;3;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;4;3;3;3;2;3;3;4;4;2;11;Sin discriminación;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;1;2;2;1;1;2;2;2;;2;;;;;;;;;;;;;12;2;;4;2;;;2;;;;;;;;;;;;;;;;;5;5;5;5;4;4;3;3;3;3;3;3;2;2;2;3;1;2;2;2;2;2;2;2;2;1;6;(1979,1989];Metropolitana;1;999;;;2;3;0;0;0;0;1;1;1;1;1;6.8;2;0.75;0.69;0.62;0.85;3;2;2;3
343480416;8856;13-03-2023;0d 1h:17m;1;1;1;Universidad Complutense de Madrid;Departamento de sanidad animal Visavet;Europa y Asia central;;Agricultura, silvicultura, pesca y veterinaria;;;;;;Veterinaria;;;(2009,2020];1;(2009,2020];2;1;2;2004;Chile;2;;;5;5;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;2;;;;;;;;;1;4;1;1;1;2021;;Chile;Arica y Parinacota;1;;1;3;;;1;1;45;30;;55;15;;2;5;5;5;4;4;4;5;5;5;5;5;5;4;5;5;5;5;5;5;2;2;4;3;1;3;2;3;4;4;3;3;3;1;1;5;2;4;3;2;;;;;;;;;;;;;;;;;;1;1;2018;2021;999;;999;;999;999;999;999;999;999;999;999;999;999;999;999;999;999;11;Si, por el grado academico;2;2;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;España;2;2;2;1;2;1;2;2;;;;2;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;1;Ir en favor del progreso de la sociedad;7;2;;4;1;1;0;1;1;2;2;1;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;4;5;5;5;4;4;2;1;2;2;1;2;2;2;2;2;2;2;2;1;6;(1969,1979];Metropolitana;1;Chile;;;2;1;0;2;1;0;1;1;1;1;1;6.8;2;0.96;0.96;0;0.69;3;3;1;2
343153042;2379;15-03-2023;7d 10h:5m;1;1;1;UMASS Amherst;School of Education, Counseling and Consulting Psychology;América del norte;;Educación;;;;;;;;;(1,1000];2;(1,1000];1;1;2;1986;Chile;3;;;4;5;5;999;4;5;4;4;5;5;5;5;3;4;5;3;3;5;999;1;Ciencias sociales;;;;;Psicología;;6;1;15;1;1;1;1996;;Estados Unidos;;3;5;2;;2;;1;1;40;35;35;30;;;3;5;4;5;2;4;4;5;5;5;4;5;4;5;5;4;5;5;4;5;;3;4;4;2;2;3;4;3;4;3;4;4;4;1;2;1;4;3;1;2;2015;Chile;Metropolitana;3;1;4;2;8;80;;;20;;1;2;1996;2;;;;;;;;;;;5;5;5;2;4;1;4;3;5;5;1;11;Si, Chile dos veces me discriminó en searches.. Estaba arreglado con candidat@ interno.;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;Estados Unidos;2;2;2;1;1;1;2;1;1;2;2;;;;;;;;;;;;;1;2;1;1;1;2;1;1;2;2;2;;27;2;;4;5;0;0;1;1;2;2;1;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;4;5;5;5;4;4;2;1;2;2;1;2;2;2;2;2;2;2;2;1;6;(1969,1979];Metropolitana;1;Chile;;;2;1;0;2;1;0;1;1;1;1;1;6.8;2;0.78;0.89;0.73;0.85;3;3;3;3
343178291;9834;09-03-2023;0d 0h:27m;1;1;1;University of Wisconsin-Madison;History;América del norte;;Artes y humanidades;Humanidades;;;;;;;;(2009,2020];2;(2009,2020];2;1;2;2008;Chile;1;2;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;;;;;;;;1;4;2;;;;1;Chile;Metropolitana;3;1;2;;6;;3;2;20;;100;;;;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;1;1;2;3;2;2;3;3;3;3;3;2;3;2;4;2;4;3;1;1;2018;Chile;Maule;3;2;3;2;12;;100;;;;2;;;1;1;2018;2020;Chile;Metropolitana;3;999;3;2;16;4;4;3;2;4;1;4;5;3;5;5;11;sexo. religión. ser madre.;1;2;2;1;1;2;2;2;1;Israel;2014;2015;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;1;;15;1;;3;4;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;5;4;3;3;1;1;2;2;2;2;1;2;1;1;1;1;1;2;1;(1959,1969];;2;Chile;Cuba;;2;6;0;0;0;2;1;1;1;1;1;8.4;2;1;0.8;0.73;0.6;3;3;3;2
